"date","Tmort","Rmort","Cmort","Temp","Rhumid","CO","SO2","NO2","HC","Ozone","Part"
"1978-07-06",135,11,68,81.4,65.8,4.33,2.5,9.83,45,14.67,46
"1978-07-07",155,9,74,82.2,65,4.33,2.5,7.83,39.33,15.17,44.5
"1978-07-08",173,5,92,85.4,60,4.5,2.33,10.33,46.33,15.17,47.5
"1978-07-09",163,8,73,82,61.4,3.33,1.83,7.5,37.5,15.33,31
"1978-07-10",166,10,84,81.2,65,3.83,2.17,9.33,32.67,12.67,44.5
"1978-07-11",158,11,72,80.6,66.2,3.83,2,9.5,35.5,15.83,42
"1978-07-12",162,8,80,86,52.2,5.5,2.67,12.5,49.5,15.67,57.5
"1978-07-13",171,5,85,94.4,42.4,6.67,4.17,18.33,70.67,22,74
"1978-07-14",161,12,79,96.4,43.8,7.33,3.67,18,62.17,24.83,81
"1978-07-15",190,13,100,98.4,43,6.17,3.67,17.17,57.83,22.83,48
"1978-07-16",175,19,82,90.6,54.6,3.33,3.67,7.5,35.17,13.83,22
"1978-07-17",162,5,87,83.4,67.2,4.33,2.33,10.33,38.67,13.33,44
"1978-07-18",156,8,84,84.2,67.4,4.67,3.33,12.33,38.17,15.67,49.5
"1978-07-19",173,7,76,82.8,67.4,5.17,2.83,12.5,38.17,17.5,52.5
"1978-07-20",162,7,69,84,61.4,5.17,3,16.33,46.5,14.83,55
"1978-07-21",155,7,76,82.6,64,6.17,3.83,14.83,44,15,73.5
"1978-07-22",161,6,63,84.6,62.4,5.33,2.67,15.83,56.67,17.17,44
"1978-07-23",136,7,65,86.2,59.8,4.5,2.33,12.67,40,15.17,32.5
"1978-07-24",168,6,85,86,61.8,5.17,2.33,16,40.83,14.83,53.5
"1978-07-25",146,12,79,86.8,64.6,5.17,2.33,11.83,36.17,16.67,38.5
"1978-07-26",159,7,73,87.2,55.8,6,2.33,14,44.17,14.33,54.5
"1978-07-27",160,11,79,87.6,58.6,4.33,3.17,12,41.67,14.33,51
"1978-07-28",162,5,77,87.6,59,5.83,2.67,14,48.83,15.83,65.5
"1978-07-29",143,4,67,84.2,65.8,4.33,2.33,10.5,43.5,15.67,45
"1978-07-30",165,5,78,85.4,63.6,3.33,2.5,7.83,35,16.67,35
"1978-07-31",161,3,79,81.2,70.2,5,2.33,12.5,37.83,15.33,59
"1978-08-01",142,6,66,84.2,69.6,4.17,2.17,9.67,31.67,13.17,42
"1978-08-02",177,6,83,82,69.6,3.67,1.67,10.5,32.67,12.17,52.5
"1978-08-03",151,6,68,82,73.4,4.17,1.83,10,33.83,13.67,45
"1978-08-04",167,10,79,90.2,66.6,4.67,2.67,12.17,34.17,18,60.5
"1978-08-05",160,10,87,91.6,61.6,4,2.83,9.83,40.5,18.67,44
"1978-08-06",162,7,69,92,61,3.33,3,9.17,39.67,17.5,27
"1978-08-07",173,15,80,87.8,62.6,4.67,2.33,12.33,38.33,14.33,50.5
"1978-08-08",163,10,61,84.4,72,3.33,1.83,8.67,31.67,12.67,41.5
"1978-08-09",178,12,93,85.2,70.4,4,1.67,9.33,37.67,11.33,44.5
"1978-08-10",153,4,74,85.2,70.4,4.5,1.5,10,31.17,11.17,59
"1978-08-11",180,5,76,82.4,73.4,4.33,1.5,9.5,29,11.33,44.5
"1978-08-12",177,11,86,81.4,70.4,2.67,1.33,6.33,26.17,9.83,26.5
"1978-08-13",161,5,84,80.2,70.6,2.17,1,5.5,24.67,10,17
"1978-08-14",151,7,80,81.4,64.8,3.5,1.33,6.83,30,9.83,37.5
"1978-08-15",174,9,78,83.8,63.6,4.67,1.83,10.83,41.17,12.33,52
"1978-08-16",128,3,70,81.2,61.4,5.83,2.5,12.17,42.17,10.67,58.5
"1978-08-17",164,9,79,79.8,63.8,4.67,2.67,11.17,41,10.17,53.5
"1978-08-18",174,8,86,82.4,58.2,5.33,2.5,13.33,42.83,11.33,67
"1978-08-19",153,3,78,82.4,60.6,4.33,2.17,10.5,39.17,14.5,39
"1978-08-20",161,7,79,84.4,58.2,4.5,2.5,8.83,39.17,13.67,25
"1978-08-21",160,11,82,81.4,63,4.5,2.5,11,40.67,9.83,49.5
"1978-08-22",149,6,75,80.4,62.2,4.33,2.67,11.67,35,12,48.5
"1978-08-23",141,8,59,80.8,58.6,3.83,1.5,9,39.17,8.83,36.5
"1978-08-24",153,7,71,81.4,54.6,6.17,2.5,13.17,48.5,11,76.5
"1978-08-25",139,5,72,80.2,58.2,5.67,2.17,10.67,46.33,10.17,57
"1978-08-26",170,5,77,81.2,63.4,5.33,2,9.67,49.33,12.5,40.5
"1978-08-27",184,5,95,84,62.8,4.83,2.17,8.67,49.83,14.5,31
"1978-08-28",179,6,99,87.6,61.2,6.5,2.83,13,55,16.83,71
"1978-08-29",156,7,82,84.6,68.4,4.83,3.17,12.5,37.83,15.5,48
"1978-08-30",161,6,74,83.2,69.6,4.33,2.17,11,33.33,16.33,47.5
"1978-08-31",154,10,73,85.6,63.8,5.33,3.17,12,42.67,22.83,64
"1978-09-01",177,10,86,84.2,68.2,6,2.67,14.17,52.33,18.5,58.5
"1978-09-02",170,3,87,86.6,62.4,3.33,2.33,9.67,39,15.83,37.5
"1978-09-03",157,2,62,89.8,53.6,3.67,3,9.83,47.5,15.83,29
"1978-09-04",160,9,86,90.8,49.2,3.67,3.33,9.5,46,11.83,26.5
"1978-09-05",166,12,85,79.6,74.4,4.83,2.5,9.17,37.83,2.17,49
"1978-09-06",149,6,69,76.6,82,3.67,1.5,5.17,31.33,3.33,33
"1978-09-07",154,7,69,78.8,60.4,4.5,1.5,7.33,39.5,9.67,42
"1978-09-08",159,8,78,81,58.6,7,1.5,9.33,53.67,11.17,58.5
"1978-09-09",174,5,77,78.6,68,5,1.33,7,41.33,8.17,27.5
"1978-09-10",166,7,82,78.2,73.6,4,1.67,6.17,42.83,9,27
"1978-09-11",162,7,78,79.6,67.4,4.83,2,7.33,38.67,8.5,42
"1978-09-12",146,6,75,75.8,78,5.17,1.17,7.83,42.83,7.67,37.5
"1978-09-13",137,4,66,72.4,81.4,4,1.5,6.33,29.67,5.83,39.5
"1978-09-14",163,1,82,73.4,72.6,3.83,1.17,5.67,29.67,4.83,29.5
"1978-09-15",167,9,82,76.2,69.4,5.67,1.67,8.83,41.83,7,40.5
"1978-09-16",165,7,76,77,70.2,3.17,2,5.83,28.33,10.33,24
"1978-09-17",149,9,70,73.4,73.8,2,1.17,4.17,23.33,6,21
"1978-09-18",173,11,86,77.8,50,5.33,1.17,6.33,47.67,5.17,23.5
"1978-09-19",162,9,78,85,19.2,6,1.17,7.83,40.5,6.5,51.5
"1978-09-20",179,2,93,88.2,17.4,6.83,1.5,7.67,52.67,6.83,49
"1978-09-21",163,6,79,92.2,18.8,9.5,1.67,12.5,60.17,7.83,40
"1978-09-22",167,16,83,95,21.4,10.33,2.17,19.33,64.17,18.83,50
"1978-09-23",181,9,86,103,22,9.17,1.83,16,64.33,12.83,30.5
"1978-09-24",172,10,93,105.6,23.6,6.33,2.17,10.33,77.67,16.67,36
"1978-09-25",239,9,108,104.8,26.4,11,2.5,19.67,71.33,16.5,60
"1978-09-26",185,13,96,100.6,31.6,12.5,2.83,21.83,73.5,22,74
"1978-09-27",180,11,97,94.8,44.6,10.17,3.67,20.33,65.67,20.67,84
"1978-09-28",181,7,102,96.6,45.4,9.83,4,25.5,76.83,24.67,102
"1978-09-29",191,6,88,93.4,49,11.5,3.33,26.67,74.5,23.5,98
"1978-09-30",158,13,77,85.4,68,5.5,2.33,16.5,46.83,15,101
"1978-10-01",172,9,92,82,77.2,4.67,2.33,11.17,36.83,15,33
"1978-10-02",183,10,96,80.2,77.6,4.33,2.17,13.5,32.17,13.67,49.5
"1978-10-03",151,8,72,83,74.6,5.67,2.67,17.83,36.17,19.5,65.5
"1978-10-04",155,11,76,79.8,76.2,6,1.83,20.67,41,18.33,78
"1978-10-05",160,5,78,79.2,79,5.33,1.5,17.17,35.67,16.5,59
"1978-10-06",152,7,74,81.4,75,6.83,2.33,20,40,20.17,74
"1978-10-07",158,13,76,82,74.8,6.17,2.83,17.33,57.33,19.33,64.5
"1978-10-08",174,5,90,82.2,73.6,4.33,1.67,13,42.33,12.83,28.5
"1978-10-09",137,10,69,86,61.6,9.17,1.67,19,60.33,10.83,73
"1978-10-10",167,6,90,86.6,56.4,10.83,2.33,17,61,9.5,81.5
"1978-10-11",183,6,94,87.8,58.8,11,2.33,19.17,73,15,84.5
"1978-10-12",157,6,72,86.8,59.6,12,3.83,28.33,72,19.33,87
"1978-10-13",146,7,62,88.4,64.8,12.33,3.67,29.67,73.17,15.5,93.5
"1978-10-14",170,8,88,86,66.8,9,3.67,21.5,65,20.17,70.5
"1978-10-15",165,10,74,83.4,62.8,8,2.5,15.67,64.5,16.33,47
"1978-10-16",159,8,71,77,74.2,7.33,2.5,17.67,60.83,10.17,63
"1978-10-17",149,6,77,75.8,70.8,3.67,1.5,7.5,37.33,6.67,40
"1978-10-18",142,4,67,77,71.4,8,2,14,50.17,6.67,61
"1978-10-19",170,6,79,83,54,11.67,3,22.67,66.67,6.67,66.5
"1978-10-20",161,8,82,75.6,77,6.67,1.83,9.67,40,8.17,44
"1978-10-21",159,9,73,73.6,77.8,5.17,1.5,7.67,51.5,9.33,35.5
"1978-10-22",136,5,61,78,67,6,1.17,8.17,47,9.33,44
"1978-10-23",161,5,78,88,18.4,9.83,2.83,9.17,57.67,4.33,57.5
"1978-10-24",152,4,85,76.8,65.4,10.67,1.5,9,66.5,5.17,61
"1978-10-25",168,11,81,73.8,74.4,5.67,1.17,6.67,39.33,5.33,39.5
"1978-10-26",173,8,93,77.4,71.4,9.83,2,13.5,63,9.5,68
"1978-10-27",169,10,75,78.2,68.2,10,2.5,20.67,57.5,11.17,78.5
"1978-10-28",181,11,82,77.2,75.4,9.5,3.83,18.83,67.5,16.67,62.5
"1978-10-29",184,7,85,72.6,79.2,4.33,3.33,10.33,35.33,16.5,44.5
"1978-10-30",150,7,72,66,76,4.5,1.33,8.33,38.83,5.33,44.5
"1978-10-31",156,9,79,68.8,68,6.83,1.17,6.83,51.83,4.33,45.5
"1978-11-01",171,7,92,68.4,66.2,6.83,1,8.17,46.33,4.67,43.5
"1978-11-02",165,11,82,70.6,58.6,7.33,1.5,10.67,48.17,5,51
"1978-11-03",142,7,73,80.8,47,12.67,2,15.17,65,7.5,58
"1978-11-04",198,12,89,83.4,52.4,13.17,3.5,20.5,84.5,10.83,63
"1978-11-05",164,10,77,71,75.8,12.17,1.67,15.17,69,6.5,59.5
"1978-11-06",167,8,76,82.2,62.2,13.5,5,25.83,79.5,8.5,111.5
"1978-11-07",176,15,86,82.8,61.4,13.67,3,20,80.67,11,94
"1978-11-08",158,3,88,82,58.4,16.5,4,25,97.17,11.67,110.5
"1978-11-09",159,2,86,70.8,76.4,8.33,1.33,12.17,38,7.5,52.5
"1978-11-10",152,7,77,62.4,82.6,3.17,1.33,5.67,25.33,4.33,28
"1978-11-11",187,11,83,56.6,73.6,3.83,1.33,4.5,28.67,2.83,28.5
"1978-11-12",166,3,96,58.6,66,6.33,1,6.5,42.5,4.5,41.5
"1978-11-13",159,9,68,53.2,82.2,6.5,1,6.17,41.17,2.67,33.5
"1978-11-14",181,5,104,62.2,71,9.5,1.17,9.67,58.83,3.5,46.5
"1978-11-15",165,12,83,66.4,50.6,8.83,1.83,10.67,58.17,4,50
"1978-11-16",167,7,75,68.2,54.2,10.83,3.17,14,59.5,5.33,73.5
"1978-11-17",186,8,88,68.6,62.6,12,3,14.67,70,5.5,73.5
"1978-11-18",186,13,85,73.6,48.6,13.17,2.17,13.67,71.67,6.17,58.5
"1978-11-19",160,10,74,68.8,66.6,11.67,3,13.33,76.17,7.17,51
"1978-11-20",178,11,78,63.6,75.6,6.5,2,8.83,45.5,4.67,45.5
"1978-11-21",186,15,84,57.4,91.2,8.33,1.33,5,47,1.83,48
"1978-11-22",159,8,71,58,90,8,1,5.83,50.17,2.5,32
"1978-11-23",166,11,84,68.8,65.2,8.17,1.5,5.5,52.33,3.83,28
"1978-11-24",168,8,80,65.8,59.8,6.5,1.5,6.5,53.5,2.67,53.5
"1978-11-25",138,4,62,63,73.6,5.33,1.17,5.17,37.67,3,26.5
"1978-11-26",172,11,81,63.8,71.4,6.67,1.5,6.83,52.5,5,37.5
"1978-11-27",190,17,94,68.2,52.2,11,2.17,9.83,59.83,4,54
"1978-11-28",159,8,78,68.4,42.8,10.83,2.33,9.5,58.33,3.67,59
"1978-11-29",168,6,87,68.2,58.2,11.67,2,14.67,74.67,4.83,76.5
"1978-11-30",179,4,101,71,65.8,15.67,4.17,23.5,84.83,6.67,93
"1978-12-01",181,18,93,58.6,89.6,12.67,2.5,15.5,83.17,3.5,79.5
"1978-12-02",185,5,92,64.6,49.2,7.33,1,5.83,44.33,3.5,37
"1978-12-03",169,7,81,65.2,40.6,7.33,1.33,8.17,50.33,4.17,38
"1978-12-04",173,9,95,67.6,45.6,12.17,2.33,10.67,67.83,3.83,64
"1978-12-05",164,4,91,60.4,62,11.17,2,9.83,62,4,55.5
"1978-12-06",199,9,107,53.6,20.4,3.67,1,4.33,27,2.83,28
"1978-12-07",164,17,80,52,22.6,6.83,1.67,6.33,37.5,2.67,62.5
"1978-12-08",162,8,85,53.8,25,8.67,1.83,9,50.17,3,59
"1978-12-09",177,11,77,61.4,25.4,8.5,2,8.33,37.83,2.83,46.5
"1978-12-10",199,16,97,74.6,30.4,8.33,2,8.17,30.75,3.33,40.5
"1978-12-11",178,12,100,77,32,14,2.83,10.67,59.83,3.5,55
"1978-12-12",164,6,86,71.6,39.4,15.5,3,15.83,89.5,3,74.5
"1978-12-13",167,7,94,75.6,33,13.67,2.33,12.67,70.5,3,45.5
"1978-12-14",189,7,107,74.2,35.4,13.5,2.83,16.5,72.67,3.5,70.5
"1978-12-15",173,19,82,66.8,49,18.33,3,22.83,88.67,3.17,95
"1978-12-16",180,12,93,66.6,48.6,14.83,3,18.83,82.33,3.17,59.5
"1978-12-17",212,17,103,57,98.2,3,1.17,6,28.17,2.5,23
"1978-12-18",197,9,99,52.6,92.4,4.5,1.17,6.17,42.33,1.67,38.5
"1978-12-19",188,14,105,53.8,75.4,6.67,1.33,6.67,35.67,2.17,35
"1978-12-20",176,13,93,60.8,58.6,9.33,3.33,8.83,58.33,2.83,55.5
"1978-12-21",161,12,83,65.4,49,15,2.33,11.17,73.17,2.67,91
"1978-12-22",215,15,111,67.4,54.6,14.5,2.83,16.83,85.33,3,75.5
"1978-12-23",199,14,89,64.6,66.6,15.33,3.67,21.17,81.83,3.83,69.5
"1978-12-24",223,21,113,66.2,62.6,14.33,3.83,18.5,83.83,4,55.5
"1978-12-25",209,13,114,63.6,72.2,13,4.17,22.17,84.5,5,86.5
"1978-12-26",197,10,105,62.4,75,14.33,4.83,29.83,87.33,4,120
"1978-12-27",226,16,125,59.4,80.6,9.5,2.5,17.83,55.67,4.67,89
"1978-12-28",167,9,96,57.8,75,9.5,2.33,11.83,67.83,3.17,77.5
"1978-12-29",180,12,95,63,70.8,8.83,1.83,11.67,61,3,51
"1978-12-30",214,15,116,64.6,61.2,8,1.83,8,61.17,4.33,43.5
"1978-12-31",188,7,107,63.8,39,10.5,1.67,11.17,62.67,4,42.5
"1979-01-01",195,17,91,65.6,28.4,10.83,1.5,9.33,73.17,3.33,54
"1979-01-02",190,12,106,63,16.8,4.83,1.17,5.83,39,1.83,37.5
"1979-01-03",158,12,90,68.8,23.2,12,2.5,12,59.33,1.67,65.5
"1979-01-04",188,13,96,66.6,34.4,12.83,3.5,15.83,67.83,1.67,57.5
"1979-01-05",191,11,101,55.4,86.8,3.83,1.33,6.67,31,1.83,24.5
"1979-01-06",172,3,95,63.8,70.2,6.17,1.17,6,43.83,2.33,37.5
"1979-01-07",186,5,91,63.4,74.2,7.5,1.5,7.33,56.5,2.5,29.5
"1979-01-08",193,14,81,64,76.6,11.17,1.83,14,67.33,3.33,51.5
"1979-01-09",186,13,100,62.6,78.4,6,1.5,5.67,41.5,2.17,55
"1979-01-10",166,9,76,64.8,70.6,11.5,2,14.33,62,3.17,81
"1979-01-11",184,7,95,63.8,74.8,12.33,2.67,19.33,73.17,2.83,87.5
"1979-01-12",179,12,87,65.6,65.8,7.33,2,10.67,53.33,2.33,63
"1979-01-13",214,13,104,69,38,7.67,1.67,9.5,50.5,2.83,50
"1979-01-14",163,12,75,56.6,59.2,5.67,1.33,5.5,52.67,1.83,23.5
"1979-01-15",170,21,78,54.6,89,5.33,1,5.5,32.83,2,38
"1979-01-16",168,12,84,62.2,72.2,5.5,0.67,5.83,32.83,1.5,42
"1979-01-17",177,4,101,62,66.8,6.17,1.5,8.17,33.67,2.17,39.5
"1979-01-18",186,11,91,54.2,74.4,8.83,1,6.67,49.33,2.17,46.5
"1979-01-19",167,9,79,59.8,65.6,10.67,2.17,10.83,56.5,3,53.5
"1979-01-20",147,11,69,65.2,50.6,10.17,1.67,13.5,82,3.5,51
"1979-01-21",177,6,95,62,53,8,1.5,11.67,70.83,1.83,28
"1979-01-22",183,6,101,60.6,70.2,10.17,1.17,11.17,73.67,3.33,57
"1979-01-23",181,7,98,64.2,65,11.67,2.17,12.67,63.83,3.17,57.5
"1979-01-24",181,11,83,64.6,51,9.67,1.67,11.33,61,2.67,53.5
"1979-01-25",165,2,89,56.4,45.6,5,1.33,6.83,44.5,2.83,32
"1979-01-26",188,12,81,58.8,37.2,6.83,1.5,6.83,43.83,2.83,51.5
"1979-01-27",164,4,83,58.4,47.4,7.5,1.5,8.17,57.17,3.17,48
"1979-01-28",173,7,83,52,52.8,5.67,0.83,6,51,3,32.5
"1979-01-29",197,7,104,53,45.2,7.5,1.67,8.67,41.83,3,47
"1979-01-30",165,8,98,49.6,60.6,4,1.5,6.67,27.33,2.17,40.5
"1979-01-31",189,8,101,55.6,78,5.17,1.5,6.83,33.67,2.67,30
"1979-02-01",194,10,100,55.2,72,5.67,1.33,6,33.67,2.67,28
"1979-02-02",183,11,102,49,81.4,4.5,1.17,6.17,35.33,1.83,27.5
"1979-02-03",198,8,96,62.4,37.4,5.67,1.17,6.83,44.5,3.5,52.5
"1979-02-04",179,9,102,66.2,32.2,5.83,1.5,8.17,45.67,3.33,57
"1979-02-05",181,9,105,67.8,39,8.67,1.83,8.17,59.5,3,53.5
"1979-02-06",174,8,85,65.8,56,9.83,2,14.17,70,4.5,65.5
"1979-02-07",187,10,109,66.4,63.2,11.5,3.67,20,72,5.17,101
"1979-02-08",179,9,93,68.6,66.2,13.17,3.83,22.33,96.5,4.83,119
"1979-02-09",177,4,89,67.4,64.2,14.17,4.83,26.17,88.83,6.33,107.5
"1979-02-10",193,8,99,71,57,12,3.33,21,68.5,5.5,70.5
"1979-02-11",164,6,89,70.6,63,10.83,4.67,23.33,80.83,9,81.5
"1979-02-12",190,12,106,72.4,55.4,13.67,4.33,20.17,83,8.17,100.5
"1979-02-13",169,7,101,66.8,53.4,12.67,3,15.5,68.67,5.5,72
"1979-02-14",180,11,91,60.2,70.8,5.67,1.33,6,35.5,2.83,47
"1979-02-15",184,11,85,60,70.4,6,1.83,10.67,49.33,3.5,36
"1979-02-16",150,7,84,59.8,73.2,6.17,1.5,9.33,55.17,2.83,45
"1979-02-17",185,12,84,67,61.8,7,1.5,10.5,70.17,5.5,35
"1979-02-18",185,5,99,68,59.4,8.33,1.5,9.83,78.17,6.5,40.5
"1979-02-19",187,8,94,60.8,75,6.17,0.83,8.33,73.17,3.17,42
"1979-02-20",174,9,89,57,80.6,4.67,1.5,6,43.5,2.33,33.5
"1979-02-21",166,9,84,57.2,78.8,4.33,0.83,6.5,35.5,2.67,29.5
"1979-02-22",171,8,77,58.8,68.8,6.17,1,8.17,31.83,3.67,45
"1979-02-23",179,12,87,60.2,68.8,4.83,1.5,6,33.83,3,36.5
"1979-02-24",170,6,87,69.6,53.2,7,1.5,8,46.17,3.17,36
"1979-02-25",182,8,90,70.6,43.2,6.33,1.5,7,60.33,4.5,33
"1979-02-26",157,8,74,60.6,70.4,6,1,7.83,47.33,3.33,45.5
"1979-02-27",174,10,92,66,52.4,6.5,1.83,8.83,41.17,4.17,71.5
"1979-02-28",181,10,98,65,61.4,6.33,1.5,9.67,52.33,5.17,59.5
"1979-03-01",154,12,87,55.8,70.8,3.17,1,6.17,26,3,39
"1979-03-02",147,8,74,60.8,52,6.17,1.17,6.33,43,3.67,45
"1979-03-03",188,10,93,65,55,7.17,2,10.17,53.17,5.5,53
"1979-03-04",193,17,89,72.6,58.2,8.17,2,8.17,70.17,7.5,55
"1979-03-05",188,11,101,79.2,39.6,9.17,1.83,10.5,72.5,6.17,59.5
"1979-03-06",171,12,86,83,30.8,9.67,2.5,11.33,63.83,6,78.5
"1979-03-07",170,5,90,82,37.6,9.17,2,16.33,62.5,10.83,66.5
"1979-03-08",159,9,86,72.6,66,6.83,2.83,17,61,9.5,82
"1979-03-09",174,11,83,67,71.2,5.17,1.83,12.67,33.17,6.33,65
"1979-03-10",195,8,98,72.6,63.4,4.83,2.5,11.17,36.5,8.83,43.5
"1979-03-11",180,9,89,72.6,59.8,5.33,1.83,8.67,55.17,9.33,45
"1979-03-12",169,9,88,71.2,62.6,6.83,2,14.83,60.67,7.67,73
"1979-03-13",156,6,83,61.4,79.6,4.17,1.17,6,31,1.67,42
"1979-03-14",141,5,73,63.8,72.8,4.67,1.33,6.33,39,2.17,48
"1979-03-15",165,12,81,62.6,73.2,7,1.5,7.33,49.67,2.5,54
"1979-03-16",160,7,71,60.6,62.8,4.17,1.5,5,38.33,3,33.5
"1979-03-17",185,9,98,60.8,66.2,3.5,1.33,5.83,39.5,3.5,24
"1979-03-18",190,12,99,58.4,74.4,3.83,1.33,5.5,42.33,3.17,25
"1979-03-19",176,10,92,57,73.6,3.33,1.17,6.17,37.33,2.33,23.5
"1979-03-20",196,12,105,61.6,67.4,5.33,1.33,6.5,53.67,2.67,39.5
"1979-03-21",158,9,89,58.6,69.2,5.33,1.17,6,46.5,3,37.5
"1979-03-22",150,9,70,64.2,57.8,4.5,1.33,7,43.17,3.67,36
"1979-03-23",158,7,73,67.6,55.4,5.5,1.17,8.67,44.83,5.17,41.5
"1979-03-24",160,11,97,70,58,6.33,1.67,10.83,52.33,6.67,37.5
"1979-03-25",172,9,87,68.2,67.8,6,1.67,8.17,55.17,6.67,42
"1979-03-26",158,11,88,65.4,65.4,2.83,1.17,6.33,25.33,4.83,30.5
"1979-03-27",173,6,90,62.8,86,3.83,1,5.17,25.67,2.83,23.5
"1979-03-28",153,9,75,60.6,69,2.5,1,5.17,24.5,3.17,26.5
"1979-03-29",133,6,61,60.2,73.2,4,1.67,7,31.83,2.67,31
"1979-03-30",174,7,101,62.6,67.6,4.83,1.33,7.5,44.5,4.5,42.5
"1979-03-31",174,6,85,72.6,56,4.17,1.17,6.67,36.17,6,30
"1979-04-01",172,5,77,71.8,47.8,4.33,1.17,6,45.5,7.67,27.5
"1979-04-02",180,10,97,71.6,52,4.67,1.5,9.67,49.5,4.83,57.5
"1979-04-03",182,10,93,73.8,44.4,5,1.5,9.33,34.17,6.5,41.5
"1979-04-04",174,14,80,78.8,41.4,5.83,2.17,14.5,54.33,11.5,62
"1979-04-05",197,15,99,79.8,45.6,5.67,1.67,15,52.5,13.67,67.5
"1979-04-06",159,4,98,68.6,67.2,4.33,1.67,8.83,38.17,6.17,37
"1979-04-07",171,12,78,66.6,62.8,2.83,1,6.67,30.67,4.5,17
"1979-04-08",160,9,86,69.4,67.8,3.17,1.33,7.5,35,7.17,22
"1979-04-09",195,7,87,65.8,70.4,3.33,1.17,7.33,37,4.83,34.5
"1979-04-10",167,8,87,69.4,35,3,0.83,4.17,22,4.33,23.5
"1979-04-11",183,9,101,69.8,53.2,3.33,1,6.83,25.17,4,32.5
"1979-04-12",168,15,74,75.8,57.6,6.67,1.5,10.83,43.5,9,52.5
"1979-04-13",153,9,82,80.2,49.6,7.17,2.17,16.5,61.33,13.83,62.5
"1979-04-14",189,9,102,77.8,55.6,7,2.17,15.67,61.5,17,49
"1979-04-15",176,11,90,73.6,65.8,4.5,2.33,11,38.17,13.33,29
"1979-04-16",173,3,85,67.8,71.2,3.83,1.67,8,27.83,8.67,35
"1979-04-17",142,5,72,66.4,58.6,3.17,1.17,6.17,26.17,4.33,31.5
"1979-04-18",159,6,82,66.4,47.2,3.83,1.33,6.83,31.83,5.5,31.5
"1979-04-19",165,3,91,71.8,43.6,4.83,1.17,10,36,7.17,45
"1979-04-20",144,7,66,76.2,44.4,7,2.67,15.17,47,9.67,67.5
"1979-04-21",157,8,81,76.6,41.2,6.5,2.83,14.5,48.67,12.17,51
"1979-04-22",181,7,94,71.8,53.4,4.83,2,10,42.17,8.5,40
"1979-04-23",178,10,87,70.2,52.4,2.83,0.83,6,33.5,5.17,39.5
"1979-04-24",162,7,87,71.6,51.4,4.17,1.83,8,34,8.5,36.5
"1979-04-25",163,6,80,77.4,44.4,4.67,2.5,12,43.33,10.67,51.5
"1979-04-26",177,8,92,78.4,42.8,5,1.83,11.83,43.83,5.83,54.5
"1979-04-27",172,13,88,71.4,68,3.5,1.17,6,31.5,4.67,33
"1979-04-28",153,9,77,70.6,66,3.33,1.17,7.67,38.83,8.83,23
"1979-04-29",165,13,81,72,67.6,4.17,1.17,6.67,37,11.83,23
"1979-04-30",162,11,82,66.2,68.4,3.17,1.17,6.83,27.5,5.33,32.5
"1979-05-01",147,5,78,66.6,65.6,3.5,1,5.83,29.83,5,35.5
"1979-05-02",143,7,72,67.2,65.2,3.83,1.17,7.17,26.67,5,36.5
"1979-05-03",176,11,92,71.4,64.4,3.67,1.17,7.17,31.5,9.17,40
"1979-05-04",163,10,84,74.8,65.4,4.67,2,11.17,40.67,14.17,59.5
"1979-05-05",181,8,93,68.2,76,3.5,1.17,7.17,34.33,9,35
"1979-05-06",145,10,71,68.8,64.4,2.33,1,4.17,19.83,7.5,18
"1979-05-07",183,8,82,66.4,61.2,3,1.17,5.83,27.5,5.5,35
"1979-05-08",172,13,86,67.2,46.6,2.83,0.83,4.67,30.33,4.67,38.5
"1979-05-09",169,10,87,70.8,41.6,3,1.33,7,28.5,5.17,45.5
"1979-05-10",171,8,80,75.6,42,5,1.17,11,40,7.5,41.5
"1979-05-11",170,4,89,86.2,26.2,7,1.67,13.67,49.83,12.5,53
"1979-05-12",179,15,96,93.4,20.2,5.33,1.5,10.5,51.67,10.83,36
"1979-05-13",195,14,86,97,15.2,4.67,1.33,8,56.67,12.67,19.5
"1979-05-14",177,6,90,86.2,37,6.17,2.33,14.17,50.5,14.33,73
"1979-05-15",185,9,86,74.4,64,3.17,1.17,7.33,26,10.5,47
"1979-05-16",178,11,85,70.4,64.6,2.33,1.33,5.5,24.83,7.33,36
"1979-05-17",156,8,82,73.8,62,3,1.33,6.67,25,9,52
"1979-05-18",165,6,98,72.2,62.2,3.33,2,7,32,8.33,47.5
"1979-05-19",157,10,81,72.4,66.6,2.83,1.67,5.17,27,10.67,25
"1979-05-20",145,9,77,67.4,72.2,2,1.17,4.5,24.67,6.5,18.5
"1979-05-21",175,8,91,72.6,62.6,3.17,1.5,7.33,27.5,7,36.5
"1979-05-22",176,11,80,81,57,5.33,1.5,10.5,39,19.33,54.5
"1979-05-23",173,9,92,81.2,58.6,6,2.17,12.17,42.17,16.33,67
"1979-05-24",173,6,92,74.6,68,3.83,1.5,5.83,27,10,38
"1979-05-25",248,11,80,77.2,64.2,3.33,1.33,6.83,24.67,11.17,42.5
"1979-05-26",165,10,83,76,68,2.5,1.33,5.17,25.33,14.33,25
"1979-05-27",167,10,86,68.8,77.4,2.33,0.33,3.5,23.67,7,17.5
"1979-05-28",172,8,91,70.6,63.4,2.5,0.83,3.17,22.33,5.5,15.5
